,provider_id,npi,provider_specialty,provider_state,provider_key,gold_run_id,gold_processed_timestamp
130,PROVIDER_1490,1490,208500000X,NY,6ad05953e2d106c7d76c04987d444175980782c66818ebb250e539e9cd9d0eda,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
131,PROVIDER_1369,1369,208500000X,CO,b44d891836110cc201a88f13ab71b14f3292efc8787fa708501ed46c6b719cd8,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
132,PROVIDER_1361,1361,207RG0100X,ME,e001818f07a1d33702a90ddb3aaf940c1995be2f15de2c18fd8a723b753dda74,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
133,PROVIDER_1793,1793,208600000X,DE,305fb8920bab398cc2c271cd61991946298a79eeaea242b9505c21fcc6d784b3,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
134,PROVIDER_1686,1686,208200000X,NM,b5d5ed32ce4482405fdffea4b32b4d7d1bbf09c4ea33ad16f6d9e884f55a76e2,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
135,PROVIDER_1421,1421,207RG0100X,GA,013ce8a3a220a5a3834dda12394c20b903be98974ccd1b00884a3db569fec35e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
136,PROVIDER_1879,1879,207RC0000X,MD,3ed556866f28cccfc2bef36bab62b9542eb10b085d26b7545bb3ab29bdf14996,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
137,PROVIDER_1284,1284,208100000X,AL,e2831f652838972bbc29feafd76d16e8690f6a0b04c2b6c752b8ce71ba5a2ac5,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
138,PROVIDER_1183,1183,207RX0202X,KY,aada987e61d4db78ca0e359809d04d7c123841705dee727ed2805a7c7a409c52,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
139,PROVIDER_1173,1173,207RG0100X,NJ,6bafb9d77719dc74ba93e0bb5e072149a5e9bed0889eeb9393efc5edacf1db6f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
140,PROVIDER_1643,1643,208100000X,KY,d77b06159d9149fb38d99f49f8893b42d70cc0355c391f8849d67e1b4a6e11ae,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
141,PROVIDER_1258,1258,207R00000X,OR,eb14df1261e68a8d6b40229b4aa7c0cae346097584bc525976ee4ce507efcb0e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
142,PROVIDER_1300,1300,207RG0100X,VA,c8d88ab21c645ba89b0d2b6d7700d4af65472c2d2f6c650f184c4ffdc15346bd,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
143,PROVIDER_1427,1427,208600000X,PA,6767f54fc23daec53fd0b78e6f7610f4aa85b71d6d29d66621884b9c9facc88c,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
144,PROVIDER_1863,1863,207RX0202X,NM,4e0ce94099b2c0d868b5427ea8ca8f2b08d52d0d2f9b173c0a638907e2548185,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
145,PROVIDER_1168,1168,208300000X,GA,78db5a39efb561e5f500d37378a0fb8f68634315810f1cf8f3a85c5045500365,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
146,PROVIDER_1125,1125,208300000X,KS,052dd2d36defce2fac343aa718b0ea0f07dfdfd8acb8e53037bbf2ebce4c8780,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
147,PROVIDER_1983,1983,208400000X,WV,77c768eea3a2195b78cacafb4bd6149593a916420840390f2dd95f4f5997d6d2,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
148,PROVIDER_1795,1795,208500000X,AL,e7a5e9e65c1828f86fd7d0c641065435b67be636a4e9e4bc3bb3a5dc57a0e786,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
149,PROVIDER_1597,1597,208700000X,MI,123cb9040b7bcc0c414a480b8ed74550d1c1a8f5eae0e0af6c113e9259c8708f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
150,PROVIDER_1631,1631,208200000X,KY,3053ab95e79b33ac7606272992f62cf2854ca28107d1b35eacb1e078bf914a9e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
151,PROVIDER_1113,1113,207RC0000X,ID,ae64a97f20974f8b8a6c8f3b43ac2b43bad9e82a863cb1d99fc964aff8d94f2d,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
152,PROVIDER_1179,1179,207RG0100X,MI,2e64b7b82a1dadc7f663d5bb11e3766fcd6834df299d06207f2a4327d07d5060,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
153,PROVIDER_1941,1941,208400000X,MA,47dec169863f32016efdf819ac4debf5c73640ec207d28bfe17210fb0e9c4e4e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
154,PROVIDER_1249,1249,208100000X,AZ,a11275deefb5305c52af9ff2c06f413edae1384c10518b6c00336f3a536670cc,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
155,PROVIDER_1541,1541,207R00000X,RI,d3deef6871fcccebd775e9624c8aa7f03d1a8eff734e605cca2bbe1d18b11882,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
156,PROVIDER_1652,1652,208000000X,MT,a54decd529557b210fd702d68c33fddca36dfdfe91ddd8dee5ea80385e5dea91,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
157,PROVIDER_1077,1077,207P00000X,MD,2698b176ca51e3fd57f422342a2e536a416751ed2aabf1593d26ca58d663c937,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
158,PROVIDER_1511,1511,207P00000X,CT,0f499879f25936764daf97f1beb86b6f15c291b4d0649bbd9e25c22eea562425,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
159,PROVIDER_1929,1929,207P00000X,SC,f86505434828a97ed326068d909451b5bae33815dd7d39a727127782eaed5a4c,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
160,PROVIDER_1882,1882,207RC0000X,WV,30283d38c8166c034edd7ead74486de5648c659920214f3ec44c4d640a51cbf8,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
161,PROVIDER_1788,1788,207R00000X,PA,6482ecb82451b9c43896ea1bb7ada4fd62277955500694d9f9a2cf592e917951,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
162,PROVIDER_1658,1658,208600000X,AZ,339da303fc15dc1e14d6ef2d25198e73deccb471105ce6c0a6b740af534ac306,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
163,PROVIDER_1939,1939,208700000X,NM,9253367e22d323377f6540486f146c945eeafd3941e4898564d6f9c9afd1b6e5,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
164,PROVIDER_1021,1021,208200000X,AL,89cc6dd246d25d6134ea786750bfc8f3aa2c788458f22cff86f6a73b0bb3a01d,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
165,PROVIDER_1231,1231,207RC0000X,WV,7a173539bfff2e06edea24da868b54f8266bdce696ae5947ade1faf0533bf26f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
166,PROVIDER_1619,1619,208000000X,UT,0d56c5eb2be52d3489fdee80ec1574148cd5d2d78c28d858497d625fb14e6fab,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
167,PROVIDER_1646,1646,207P00000X,PA,995d0ff47a678efb7a8f5236ae661fbcfb5f74f5c74f989f29956eb4b16ee624,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
168,PROVIDER_1446,1446,208300000X,VT,0b1099bfbdd6a7166504fb30688f283ef71aee82c7da121ada752c9794a0dcc7,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
169,PROVIDER_1600,1600,207RG0100X,MO,f9a94c2077b0817aba3905087a491517d0401be3dd528be383a08436af3268bb,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
170,PROVIDER_1396,1396,207X00000X,MO,461aac79a56ed5d167c0a88d1032d8d4db14a99ee8b6a962bf78a55e15807251,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
171,PROVIDER_1989,1989,207RC0000X,TN,8bf53da63113983f255ab057d74c1824eff3530264e3e55ec725d89be3950c52,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
172,PROVIDER_1728,1728,208400000X,TX,832b96ac72d399f0593c9ec2d93108a230e0a0addc3e5a0070a712fed62216d5,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
173,PROVIDER_1379,1379,208500000X,IN,22218b01363298bb6738076ed8c1d48c5134082828a75fa9647793f6dccfbcdb,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
174,PROVIDER_1610,1610,208500000X,FL,6df3766392fba7a71743c03f9bf99dcb85d64a3359793440f041b21ee6a0443f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
175,PROVIDER_1675,1675,207R00000X,AZ,7ab709b38dc249d36c11a2dcb4041b6e0e00fe1eae2f58044577ac8c6b6f099e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
176,PROVIDER_1151,1151,208400000X,CO,e8a990df5d1a90a9504926e5be0c702b336b6d922540af1615dd7602691cdce2,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
177,PROVIDER_1161,1161,208600000X,DE,f3fc7aa5fdb969e63de707fc7860b484ec8f2a31aa3967abf5693a91519b20e8,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
178,PROVIDER_1059,1059,207RX0202X,DE,ed6a48dc3b12c67745f0d0944e6d970f5e8c0ed347a1316023094470a983b3ef,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
179,PROVIDER_1254,1254,208200000X,MI,bef77786e591787ea4c4b3f1d8f7b3fbf010412e7c4a783ee815c0da66d05043,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
180,PROVIDER_1537,1537,208500000X,OK,d1df6384844914a87c2813fb6f1c43fe234348b7c31b04f3ffe24829174d1d3c,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
181,PROVIDER_1350,1350,208700000X,AR,200fc9b79c1caeb087786c33311c3efd17209c10032196f7c19ef43f928123be,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
182,PROVIDER_1519,1519,207RC0000X,IL,d77d0a2f225c3400c09f607cbdb8f81e957e92bb9c94f8fe6f22103628956216,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
183,PROVIDER_1718,1718,207Q00000X,IL,46d933060e51b3d8c9319ca727669c1b0f43010aa6178ef7b4cd515c2b48030a,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
184,PROVIDER_1984,1984,208500000X,NY,8e1bc34bbd82b33aed32d589690d32c84bd86ac670d40ef095729b619714c4f2,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
185,PROVIDER_1233,1233,208000000X,AZ,89520b298a5e16cf60ca3f09c05cafd35b3245d8993ddbfea773de57f64f20b7,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
186,PROVIDER_1089,1089,207RX0202X,CT,942315d724c8245ced33c62a71b9a011d23ddc7f23169e2c5e204582bf929a4e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
187,PROVIDER_1188,1188,208400000X,RI,892201b3d3d68b9244b61641b4ed30bc63c52acbb7c6ff2ae9ec1669cc603aa5,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
188,PROVIDER_1843,1843,208000000X,WA,b5744ab64ce7cf0cf1a4978161607e90eb30f3b61df1496e79e12b90cf14c502,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
189,PROVIDER_1200,1200,208700000X,MO,1ab5926cb0ea2c7a6b76f002a5fcd54fe7a40e7a69f84caacd2ce1200e0c88c9,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
190,PROVIDER_1979,1979,208400000X,AR,6e7aa313fe864bce9741e604019bc294ca3ec6bba0d2fbe9d123917d61dc1673,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
191,PROVIDER_1374,1374,208400000X,ME,e56d74e5bb4fc0c98ab2704644d55a469a98f6842ae3c43e15ccb761e05b6e18,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
192,PROVIDER_1267,1267,207RG0100X,MI,6951802ce997a5543ce38e53dbfa0680f6d956d79f80d8ee876708ffc530ee32,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
193,PROVIDER_1069,1069,208500000X,IN,8d60238a465a64c4ddd218e0155cbf1482bad59d0bad69fa96a5f9a4a4174de0,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
194,PROVIDER_1403,1403,208300000X,OK,153be3259a79aa196291ca89552257f0f92140ae0604a43f6bcd38235a095398,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
195,PROVIDER_1363,1363,207R00000X,CA,a708ecb493a7e7aee41777c875964a9e6c54cbdf914d961509132f46e8f008e0,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
196,PROVIDER_1602,1602,207P00000X,NJ,976a4675209dda62409fc0d0e7847fce8ccdaa489bf78fdc11befd110fe71e65,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
197,PROVIDER_1050,1050,208300000X,MT,d5b002d235437d9c03f5dcaa6d8c248b2c4583a3d4cf875e76d707e42d29ef01,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
198,PROVIDER_1671,1671,208200000X,AL,921ff78f064ca0a1083674946e74f1792359e51da2a164f338963e6f080a7397,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
199,PROVIDER_1447,1447,208000000X,VT,73df53e0f0b52ed30ed87621560f12c22caef779efb036c1df9b8ec45298c661,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
200,PROVIDER_1455,1455,208200000X,AZ,86dfeb34cc17a55896e98421732f0af4523f2d598da8f0d722d390dca912c13c,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
201,PROVIDER_1579,1579,208300000X,WY,992b3c3f3efb21f899ee9d93ef316f2a74549704436330714d79acad927765d0,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
202,PROVIDER_1845,1845,207RG0100X,MT,ce77398fc0e4d505945001d64c2850acb42e6e9c78dc8f79d94eb7afba9e234d,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
203,PROVIDER_1194,1194,208000000X,MT,1afa3feeb97cb36bbdebb79764eef7a05162649e56905fb9eb6d757953975e0c,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
204,PROVIDER_1055,1055,207X00000X,CO,e979dadca86c12e41fe5cd150aa28c03a11f65a91b5ae9cc7982e915bbec16ec,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
205,PROVIDER_1464,1464,207R00000X,NC,092996d7f9560c94c0079c164e8bad9da79a9d1b535708017fdd410a71dfc44e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
206,PROVIDER_1668,1668,207P00000X,WV,1c44bfaebc15d46c0cc539214d1156ab92c1244f0f447881327bebe204b2d175,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
207,PROVIDER_1154,1154,207RG0100X,KS,2ce2699e54b3015f9bb6423792d3aa86f0c0614a0c75817963b9d29ce57a2d02,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
208,PROVIDER_1430,1430,207RG0100X,VA,5cf4582d75c34863d420fd4911ab78fcc32eb7c3fdb0bbcabe047ace0fb2e2f9,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
209,PROVIDER_1852,1852,208600000X,NE,1a485e46089edc5ba7363e8ae2ba70f4ca7a51640ec404ae9eb9f6be0bfab628,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
210,PROVIDER_1933,1933,208000000X,UT,4f582e8e88c521fcda62ad78189cf3b94243f151eecbfcd051e51ede09073182,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
211,PROVIDER_1664,1664,207RX0202X,VA,328c567a2a8de302bab51710924e8c8a7cc7fbb81b156ce71ec58bbf249eea6e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
212,PROVIDER_1191,1191,208200000X,SD,f66fe3c627c654b11d9c494a256eef9ef7911ae10a53e0952d069c37ec7c80eb,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
213,PROVIDER_1595,1595,207P00000X,LA,dabf13c37d2982c4aad2cbe210affadaf749a7933305f2abeb5a2e3f88aa4060,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
214,PROVIDER_1896,1896,207P00000X,WV,4affbfcd79ae18e883a6a2f66e7c32ae2279a78d089fe0dc1557a4ffeb32ad54,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
215,PROVIDER_1242,1242,208800000X,IN,cdb6970b00a566ae59d1f8b1974120d3a84be47edd9e051fc0afe16f944614dd,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
216,PROVIDER_1040,1040,208500000X,MT,6864913cef524623bb1c495e11641314e9d0e6071d1122d35ca4af1e3a493efb,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
217,PROVIDER_1381,1381,208100000X,CA,6f537836044c65964d425cd9e6a402dfb6716f5874379e24937d7876aaf37a38,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
218,PROVIDER_1226,1226,207R00000X,AL,c16e4926e0a1c2bcce03cf14715a56171007a3bb1ee510b6472c058bf6fa5688,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
219,PROVIDER_1987,1987,208000000X,PA,3593e9b17c057bcc52d523b43b0796239f043220c364271b4db3acca963bbf2f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
220,PROVIDER_1994,1994,208500000X,UT,bfd9398799b22a42d15a411b45daf058843e3ee1adc4779af2eb08ce73430478,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
221,PROVIDER_1129,1129,208000000X,ND,96001cdb48fe9f542e38a5671a5cc448bae12992e1211c7469c68dd4a9099785,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
222,PROVIDER_1102,1102,207R00000X,NE,748d201f69292c40379bc1f610601c5745ba741bc21a37eddabef03fc3d05031,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
223,PROVIDER_1754,1754,207RC0000X,RI,bb9823e0a44b1519cf12c984e105a492e7160a3f4b87bc8d5456d472f7f07721,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
224,PROVIDER_1399,1399,208700000X,MO,f3550b831d75b6d2d68a0ea841140621628648a34fccea2117f930590a3de643,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
225,PROVIDER_1574,1574,208800000X,WY,d06dedc61356c0d398fa1bc2b3d02a78ee697609691bf29e8c49685d2f5f5d05,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
226,PROVIDER_1590,1590,208500000X,CT,19256b5f6e9558aa1270bd7ca336a2443b9396681a9e4574e9d01c7f68334e76,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
227,PROVIDER_1469,1469,208800000X,PA,f6dcb12c341a74ae93c28ffd22688c49108e458a5c1d15ea495368dfb3d35a6b,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
228,PROVIDER_1038,1038,207RX0202X,NV,47a76224a6d6160b5542e426f0d11857dbd16e109eb21149b2b1b1d17798c15e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
229,PROVIDER_1838,1838,207RG0100X,SD,97ec27da242cfd0b7d5e4d4f96bed2c6e63924ddef2c5833051f9228d79328eb,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
230,PROVIDER_1635,1635,208400000X,CT,279260cbca25be9f105fe15edb42d609e8015faa3c17a28debdb93d03ea95f7e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
231,PROVIDER_1523,1523,207P00000X,NV,86dcdbd64fc26227723d883b15554563cf5ff23483615394b07c724df65f93da,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
232,PROVIDER_1294,1294,208400000X,HI,719e88b79d00d6a938045ee6d77f762e1687360ac6309773027ce5cffbaa1c7e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
233,PROVIDER_1922,1922,208000000X,MD,3466e9591c5a5ca06eb3ca7f9868779942cae92603b53403527f3d23752946c4,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
234,PROVIDER_1556,1556,207RG0100X,IA,9465c6ccc879e461448a5ef7c9a9430d4c8eec7fa7bdff83c7159f030318f035,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
235,PROVIDER_1612,1612,207RX0202X,PA,254541564e3df97a6ca425fc4b5ca40e0de8c644e0075b478bb69128e41567fd,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
236,PROVIDER_1716,1716,208300000X,IL,eb80d8fd640ac575f939497b3c245bd5dbba45f364afca9ab8c278602ef96ea0,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
237,PROVIDER_1783,1783,208400000X,FL,32650f152cce67b7d70a14a34219b483309320c4f700c6d4e3f962c51398787c,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
238,PROVIDER_1592,1592,208000000X,WV,9a46eaaf4c55e087c69080b2c944afb1f1f293c53fd00d9909ccd5a8ae34a92b,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
239,PROVIDER_1136,1136,208500000X,CT,5a5028f89822ff165df326593adf8220f6099abb5e14e1f28450fa9abc496c0f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
240,PROVIDER_1696,1696,207X00000X,ND,c793c28e52b8e8fec8d8e7844a5f1b43faebeb1eed4eea72deccdb191ab79768,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
241,PROVIDER_1722,1722,208700000X,SD,ae64ff632da95aa04f2fde08c8cd92fa9a54aff6cedc6399c8d2a29b9e39e142,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
242,PROVIDER_1963,1963,207Q00000X,AL,d550ddc7a74f22875ae3d8b4681e4037dd9da5c3a32606caaae4ef6f389ee616,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
243,PROVIDER_1184,1184,207RX0202X,ND,48615ce75901bf10beef0dce23dde18f0b1062ab291991419f97aede78811823,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
244,PROVIDER_1061,1061,208400000X,MS,fac83fa1cac99ca5479666a8c4f2167e474c3b8887f81eb72940fc79fbeb050e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
245,PROVIDER_1104,1104,207RC0000X,DC,de39d67198de2e107a2e369fa9cce732f53ba10b9851404871bda5a1ef543989,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
246,PROVIDER_1644,1644,208800000X,VT,33a663aacf0c87e9646dc89a4bfbb2178ea0e79d2d13511e5be2fae25265bcc4,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
247,PROVIDER_1001,1001,207RC0000X,WY,dfe749e841dd8a6365470e61aa54cbdc67e6dfa7376a586d5f36add10cde9b47,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
248,PROVIDER_1460,1460,208300000X,FL,3e020c125d4a3b5c1a76fb804fad028719e64d6e6b5b6eeed2b0a2f05846ef0d,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
249,PROVIDER_1265,1265,207Q00000X,VA,a4ed7e66c2a48bbbce7154256d045147a992ffae1add2a24c8932a820bd1e9bc,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
250,PROVIDER_1431,1431,208300000X,AL,6a53fd3e9a25c101188707f2634e5107417062cf2f5dd7a193f9f033fbf72702,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
251,PROVIDER_1919,1919,208300000X,VT,13812e53deca980638e4aaedb083a24864b5a4b4982490d99ff4abbf04baa122,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
252,PROVIDER_1587,1587,207R00000X,OR,827059fa654ad1e8c57d2f28f91e84755ab5dce8450923b3994607924de755fd,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
253,PROVIDER_1420,1420,208700000X,MO,af8ae8d45d5f3c8d1698afa1095ccad317c85e5db23aee14f153783484a84ab2,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
254,PROVIDER_1804,1804,208500000X,AR,a6457976e4922dc1ab2f4a526a1af8bcb9a56345f11e64c6fc9a042dcd06a808,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
255,PROVIDER_1058,1058,208300000X,NM,e39f35d6916f713d7f6d3e9847a8686069b96cef7b356d624b9168e7c740c757,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
256,PROVIDER_1554,1554,208300000X,TX,4d4ea71862d589a8b20a92d93fe10998e2f10a163fd394d4ca1f75cc3a2a6ca9,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
257,PROVIDER_1256,1256,208200000X,HI,3085f7eed0d1bc60b43745a3f412cd5cdf9ff8e688ccf8bb7848854f519032ff,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
258,PROVIDER_1925,1925,208100000X,IA,41d227fd4944264c28e69cbbc92d00e3717ad2cb049a5fc5d30e4939e9d4b50d,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
259,PROVIDER_1708,1708,208600000X,LA,53eca93e021f6a63a3ac7a3f07c0311f1fc07e3e970322c80cd71df3a6678f52,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
260,PROVIDER_1066,1066,208600000X,NC,3c3b4db15619ca922eec29ee50be31885d259de83ef51287a15a8939ad62dfdd,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
